feature1;feature2;feature3;feature4;feature5;feature6;feature7;feature8;feature9;feature10;feature11;feature12;feature13;feature14;feature15;feature16;class1;class2;class3;class4;class5;class6;class7
0.2389705882352944;0.21739130434782486;0.18491484184914897;0.49019607843137303;0.3562975486052394;0.21544715447154528;0.239234449760766;0.05263157894736848;0.094616639477977;0.013590313812700802;0.0239316239316239;0.2245222929936305;0.5026455026455031;0.05378627034677995;0.06705165222970809;0.11654135338345852;1;2;1;1;1;2;2
0.5845588235294126;0.1304347826087011;0.17274939172749473;0.18627450980392196;0.16863905325443743;0.2845528455284553;0.24880382775119572;0.5000000000000006;0.11256117455138687;0.03681739560168031;0.03589743589743585;0.1815286624203821;0.45502645502645556;0.06864826610049528;0.08469682386910508;0.11027568922305761;2;1;1;1;1;1;1
0.18014705882352985;0.34782608695652595;0.2846715328467165;0.41176470588235264;0.2869822485207093;0.10162601626016263;0.377990430622009;0.07894736842105265;0.10603588907014705;0.006177415369409462;0.03589743589743585;0.5318471337579621;0.46560846560846475;0.10120311394196745;0.1594481873596412;0.2268170426065158;1;1;1;1;1;1;3
0.5477941176470593;0.08695652173913869;0.1703163017031637;0.00980392156862742;0.00845308537616225;0.6422764227642282;0.18660287081339647;0.07236842105263155;0.004893964110929853;0.2619224116629603;0.09914529914529914;0.13216560509554143;0.656084656084655;0.1365888181174806;0.17003529034327886;0.5538847117794482;1;2;1;1;1;1;2
0.7022058823529417;0.0434782608695624;0.45660989456610035;0.0;0.0;0.9308943089430901;0.377990430622009;0.05263157894736848;0.0;0.49345193970842693;0.1572649572649568;1.0;0.7830687830687821;0.13092710544939862;0.3038177735001609;0.4949874686716787;1;1;1;1;1;1;4
0.12867647058823523;0.30434782608696354;0.25709651257096633;0.696078431372549;0.4683009298393893;0.0;0.21052631578947317;0.04605263157894737;0.1158238172920065;0.02668643439584885;0.029059829059829068;0.441082802547771;0.6243386243386242;0.03326256192498229;0.04459416105229394;0.04761904761904763;3;2;2;1;1;3;4
0.3860294117647058;0.34782608695652595;0.18167072181670815;0.4999999999999999;0.4015215553677076;0.08536585365853659;0.25837320574162664;0.04605263157894737;0.20391517128874423;0.013096120583148059;0.06666666666666661;0.36305732484076414;0.6666666666666656;0.024062278839348892;0.03272377285851784;0.015037593984962419;3;2;1;3;1;4;2
0.7463235294117642;0.26086956521738724;0.1784266017842665;0.37254901960784303;0.36728655959425016;0.40243902439024376;0.20574162679425836;0.07894736842105265;0.09951060358890725;0.008648381517173242;0.03418803418803416;0.27070063694267454;0.9682539682539677;0.07430997876857726;0.06929740134744947;0.023809523809523756;2;3;3;2;1;3;3
0.19485294117647003;0.26086956521738724;0.17356042173560446;0.544117647058824;0.3837700760777668;0.0731707317073171;0.18181818181818163;0.08552631578947376;0.2185970636215334;0.01433160365702995;0.022222222222222206;0.35031847133758004;0.6296296296296289;0.04104741684359519;0.03785691369906965;0.04761904761904763;2;2;1;2;1;3;3
0.6874999999999997;0.34782608695652595;0.23925385239253943;0.4313725490196086;0.41293322062552645;0.10162601626016263;0.24880382775119572;0.3749999999999999;0.05709624796084821;0.0689399555226094;0.054700854700854666;0.3742038216560513;0.3915343915343912;0.03326256192498229;0.05357715752325966;0.058897243107769386;2;2;1;1;1;1;1
0.23529411764705893;0.3913043478260878;0.23682076236820843;0.6617647058823528;0.4805579036348252;0.08536585365853659;0.24880382775119572;0.06578947368421056;0.11908646003262667;0.019026439337781108;0.01538461538461534;0.37738853503184694;0.7195767195767194;0.03326256192498229;0.01604106512672444;0.07268170426065156;1;2;3;1;1;3;1
0.9154411764705886;0.17391304347826297;0.4152473641524748;0.10784313725490197;0.11538461538461492;0.2845528455284553;0.25837320574162664;0.05921052631578947;0.004893964110929853;0.09661477637756379;0.2017094017094017;0.5047770700636935;0.6613756613756611;0.051663128096249136;0.07090150786012234;0.2167919799498744;4;1;1;1;1;1;1
0.1066176470588236;0.3913043478260878;0.06569343065693416;0.6911764705882356;0.4577345731191866;0.0731707317073171;0.02870813397129157;0.013157894736842092;0.07504078303425755;0.0034593526068692924;0.0017094017094017116;0.2101910828025477;0.656084656084655;0.018400566171266806;0.014116137311517521;0.022556390977443545;3;1;1;1;1;2;1
0.6801470588235285;0.08695652173913869;0.08272506082725131;0.2549019607843143;0.24302620456466528;0.7886178861788623;0.043062200956937365;0.06578947368421056;0.08156606851549736;0.008648381517173242;0.029059829059829068;0.17675159235668783;0.9788359788359785;0.06935598018400566;0.06608918832210436;0.0112781954887218;1;4;1;1;1;2;3
0.16544117647058834;0.21739130434782486;0.0916463909164639;0.5196078431372547;0.3588334742180878;0.21544715447154528;0.07177033492823015;0.04605263157894737;0.20391517128874423;0.0017296763034346462;0.0051282051282051195;0.23566878980891762;0.8465608465608466;0.04387827317763623;0.02502406159769009;0.0062656641604009996;2;3;1;1;1;1;1
0.18014705882352985;0.26086956521738724;0.06974858069748643;0.534313725490196;0.372781065088756;0.05691056910569106;0.02870813397129157;0.05263157894736848;0.017944535073409453;0.0071658018285149505;0.01538461538461534;0.21974522292993623;0.7037037037037039;0.046001415428167;0.03914019890920762;0.01629072681704263;2;2;1;1;1;2;3
0.5919117647058818;0.0434782608695624;0.0705596107055962;0.30882352941176533;0.28064243448858733;0.4715447154471548;0.05263157894736828;0.01973684210526319;0.017944535073409453;0.004447739065974804;0.01538461538461534;0.1242038216560509;0.4708994708994709;0.07572540693559801;0.061597690086621845;0.06265664160401002;3;1;1;1;1;1;1
0.5404411764705883;0.5652173913043503;0.08515815085158146;0.4999999999999999;0.44125105663567;0.0;0.10047846889952175;0.013157894736842092;0.0587275693311583;0.001976772918211024;0.0051282051282051195;0.03343949044585986;0.2063492063492056;0.011323425336164176;0.007058068655758724;0.01629072681704263;1;1;1;1;1;2;1
0.3308823529411768;0.4347826086956497;0.1330089213300895;0.48529411764705965;0.3757396449704125;0.0;0.18660287081339647;0.01973684210526319;0.07014681892332783;0.00593031875463306;0.0051282051282051195;0.05095541401273877;0.3333333333333329;0.021939136588818124;0.02085338466474174;0.010025062656641602;1;2;1;3;1;1;1
0.2573529411764701;0.5217391304347884;0.1289537712895381;0.5392156862745094;0.39729501267962597;0.0;0.17703349282296676;0.013157894736842092;0.07504078303425755;0.004447739065974804;0.008547008547008558;0.052547770700636924;0.24338624338624396;0.015569709837225767;0.02406159769008663;0.00751879699248121;1;2;1;1;1;1;1
0.30514705882353005;0.3913043478260878;0.10786699107867039;0.5539215686274508;0.4218089602704969;0.04471544715447156;0.21052631578947317;0.26973684210526316;0.07667210440456763;0.002965159377316536;0.01196581196581195;0.05414012738853506;0.2539682539682532;0.017692852087756533;0.027590632017966032;0.01629072681704263;1;1;1;1;1;1;1
0.6764705882352949;0.5652173913043503;0.07704785077047864;0.426470588235294;0.4057480980557884;0.0;0.08612440191387592;0.03289473684210528;0.05546492659053812;0.005683222139856717;0.006837606837606831;0.03980891719745226;0.24338624338624396;0.02901627742392075;0.045877446262431905;0.03007518796992481;2;3;4;1;2;1;1
0.12132352941176475;0.4782608695652265;0.13625304136253116;0.642156862745098;0.4298393913778511;0.0;0.1961722488038274;0.01973684210526319;0.08319738988580745;0.004200642451198427;0.006837606837606831;0.1098726114649681;0.1851851851851857;0.012738853503184724;0.0038498556304138337;0.025062656641603967;1;2;3;3;1;1;1
0.5992647058823528;0.4782608695652265;0.09894566098945695;0.49019607843137303;0.4471682163989839;0.0;0.1578947368421049;0.01973684210526319;0.073409461663948;0.002223869532987402;0.0051282051282051195;0.05573248407643304;0.19047619047619027;0.012738853503184724;0.01668270773179339;0.03383458646616544;2;4;1;4;1;1;3
0.5477941176470593;0.30434782608696354;0.07299270072992722;0.48529411764705965;0.43026204564665926;0.0;0.07177033492823015;0.026315789473684185;0.03588907014681896;0.003953545836422048;0.0051282051282051195;0.02388535031847133;0.22751322751322706;0.016277423920736042;0.026948989412897074;0.037593984962405944;1;2;1;1;1;1;2
0.12867647058823523;0.30434782608696354;0.1484184914841854;0.6078431372549018;0.4087066779374458;0.0365853658536586;0.19138755980861252;0.013157894736842092;0.10277324632952688;0.0049419322955275595;0.01196581196581195;0.0891719745222929;0.2645502645502639;0.021939136588818124;0.01860763554700038;0.026315789473684178;1;1;1;1;1;1;2
0.6249999999999996;0.6086956521739126;0.07542579075425823;0.5196078431372547;0.4809805579036333;0.0;0.05263157894736828;0.013157894736842092;0.04567699836867862;0.003953545836422048;0.029059829059829068;0.035031847133757996;0.1851851851851857;0.013446567586694996;0.015720243824189933;0.03132832080200502;1;1;1;1;1;1;1
0.09926470588235294;0.4347826086956497;0.15896188158961921;0.6127450980392164;0.40321217244293994;0.0731707317073171;0.239234449760766;0.01973684210526319;0.08972267536704726;0.0049419322955275595;0.02051282051282051;0.0636942675159236;0.3174603174603175;0.014861995753715492;0.019570099454603838;0.022556390977443545;1;3;1;2;1;1;1
0.17279411764705882;0.4347826086956497;0.06407137064071376;0.6176470588235298;0.428994082840235;0.0;0.1578947368421049;0.01973684210526319;0.07014681892332783;0.00593031875463306;0.0017094017094017116;0.03025477707006373;0.2645502645502639;0.014154281670205219;0.011549566891241583;0.023809523809523756;1;1;1;2;1;1;2
0.7352941176470595;0.4347826086956497;0.0916463909164639;0.41176470588235264;0.403634826711748;0.0;0.1052631578947366;0.25657894736842163;0.05220228384991843;0.004200642451198427;0.0034188034188034153;0.04140127388535025;0.20105820105820102;0.014861995753715492;0.014116137311517521;0.03007518796992481;1;2;1;2;1;1;1
0.6874999999999997;0.5217391304347884;0.07866991078669902;0.4460784313725488;0.4268808114961947;0.0;0.12440191387559843;0.01973684210526319;0.060358890701468375;0.006424511984185804;0.0017094017094017116;0.035031847133757996;0.2910052910052915;0.018400566171266806;0.01187038819377609;0.022556390977443545;1;3;4;1;1;1;1
0.3308823529411768;0.4782608695652265;0.11922141119221488;0.5049019607843145;0.39095519864750494;0.0;0.17224880382775065;0.013157894736842092;0.073409461663948;0.005189028910303915;0.0051282051282051195;0.03980891719745226;0.338624338624339;0.019108280254777083;0.010266281681103613;0.013784461152882208;1;3;1;1;1;1;1
0.17279411764705882;0.4782608695652265;0.13463098134630988;0.6911764705882356;0.48013524936601626;0.0;0.17224880382775065;0.01973684210526319;0.07993474714518782;0.003212255992092914;0.013675213675213646;0.10350318471337569;0.1851851851851857;0.09978768577494668;0.061597690086621845;0.03132832080200502;1;1;1;1;1;1;1
0.6066176470588238;0.6086956521739126;0.09732360097323657;0.48529411764705965;0.4446322907861355;0.0;0.1578947368421049;0.006578947368421057;0.060358890701468375;0.0017296763034346462;0.0017094017094017116;0.04777070063694266;0.17460317460317495;0.018400566171266806;0.01668270773179339;0.058897243107769386;3;2;1;2;1;1;3
0.18014705882352985;0.30434782608696354;0.13463098134630988;0.642156862745098;0.44843617920540807;0.0;0.17703349282296676;0.013157894736842092;0.09298531810766744;0.0046948356807511825;0.008547008547008558;0.07643312101910825;0.28042328042328074;0.012031139419674451;0.01668270773179339;0.03007518796992481;1;1;1;1;1;1;1
0.7683823529411772;0.4347826086956497;0.08515815085158146;0.4215686274509806;0.4201183431952646;0.0;0.10047846889952175;0.03289473684210528;0.0440456769983687;0.0024709661477637797;0.0034188034188034153;0.038216560509554125;0.19047619047619027;0.016277423920736042;0.01764517163939685;0.01879699248120305;1;3;1;2;2;1;1
0.5624999999999994;0.6521739130434746;0.07299270072992722;0.5245098039215692;0.46872358410819737;0.0;0.09569377990430564;0.01973684210526319;0.05057096247960851;0.001976772918211024;0.0051282051282051195;0.025477707006369466;0.1851851851851857;0.012738853503184724;0.0048123195380173605;0.022556390977443545;1;1;1;1;1;1;1
0.7352941176470595;0.5652173913043503;0.07866991078669902;0.4509803921568634;0.4420963651732861;0.0;0.08133971291865988;0.013157894736842092;0.060358890701468375;0.0024709661477637797;0.0034188034188034153;0.03343949044585986;0.21693121693121634;0.017692852087756533;0.00962463907603466;0.022556390977443545;2;2;1;1;1;1;3
0.31985294117647023;0.4782608695652265;0.11841038118410424;0.4950980392156864;0.38038884192730227;0.0;0.1674641148325358;0.013157894736842092;0.07504078303425755;0.0049419322955275595;0.0051282051282051195;0.038216560509554125;0.35449735449735437;0.021231422505307847;0.01764517163939685;0.00751879699248121;1;1;1;1;1;1;1
0.22058823529411684;0.5652173913043503;0.12327656123276629;0.5490196078431374;0.3943364327979695;0.0;0.1674641148325358;0.013157894736842092;0.07830342577487773;0.004447739065974804;0.0051282051282051195;0.052547770700636924;0.2539682539682532;0.01698513800424626;0.028553095925569486;0.008771929824561405;1;2;1;2;1;1;1
0.31249999999999917;0.3913043478260878;0.09489051094890556;0.544117647058824;0.41631445477599194;0.04471544715447156;0.17703349282296676;0.01973684210526319;0.08156606851549736;0.003212255992092914;0.013675213675213646;0.05891719745222932;0.2751322751322747;0.016277423920736042;0.027590632017966032;0.01629072681704263;1;3;1;1;1;1;1
0.11764705882352942;0.4782608695652265;0.13219789132197976;0.7009803921568635;0.46787827557058126;0.0;0.17703349282296676;0.026315789473684185;0.09298531810766744;0.003953545836422048;0.017094017094017117;0.09235668789808918;0.1851851851851857;0.015569709837225767;0.013795316008983009;0.022556390977443545;1;2;1;1;1;1;1
0.6139705882352949;0.4782608695652265;0.09326845093268517;0.4607843137254902;0.4239222316145372;0.0;0.14832535885167517;0.013157894736842092;0.06851549755301774;0.0024709661477637797;0.010256410256410255;0.04617834394904451;0.1851851851851857;0.014861995753715492;0.01668270773179339;0.025062656641603967;1;2;1;1;1;1;1
0.5772058823529416;0.26086956521738724;0.07866991078669902;0.4803921568627451;0.4332206255283157;0.0;0.06220095693779924;0.07894736842105265;0.053833605220228564;0.003212255992092914;0.010256410256410255;0.02388535031847133;0.2645502645502639;0.02689313517338993;0.02181584857234527;0.0288220551378446;1;2;1;1;1;1;1
0.13235294117647056;0.0434782608695624;0.13057583130575848;0.6666666666666674;0.44970414201183234;0.02845528455284553;0.17703349282296676;0.013157894736842092;0.09951060358890725;0.004200642451198427;0.0051282051282051195;0.07961783439490437;0.28042328042328074;0.019108280254777083;0.007378889958293232;0.03258145363408523;1;2;1;1;1;1;3
0.6948529411764707;0.5217391304347884;0.08110300081103003;0.4656862745098036;0.4471682163989839;0.0;0.05741626794258314;0.013157894736842092;0.04567699836867862;0.00370644922164567;0.0051282051282051195;0.03025477707006373;0.20105820105820102;0.015569709837225767;0.009303817773500154;0.025062656641603967;1;3;1;1;1;1;1
0.09926470588235294;0.4347826086956497;0.15409570154095717;0.6568627450980393;0.43237531699069953;0.0731707317073171;0.224880382775119;0.01973684210526319;0.09298531810766744;0.002718062762540158;0.029059829059829068;0.07006369426751584;0.3333333333333329;0.015569709837225767;0.0048123195380173605;0.025062656641603967;1;1;1;1;1;1;1
0.7904411764705885;0.4347826086956497;0.09002433090024348;0.41666666666666724;0.41969568892645653;0.0;0.10047846889952175;0.03947368421052627;0.061990212071777934;0.002965159377316536;0.008547008547008558;0.03343949044585986;0.1851851851851857;0.015569709837225767;0.0121912094963106;0.03383458646616544;1;4;1;1;1;1;1
0.17279411764705882;0.4347826086956497;0.060827250608273;0.5931372549019616;0.4116652578191023;0.0;0.1435406698564591;0.01973684210526319;0.0652528548123981;0.005436125525080316;0.0051282051282051195;0.03662420382165598;0.28571428571428537;0.014154281670205219;0.012512030798845043;0.01629072681704263;1;2;1;1;1;1;1
0.731617647058824;0.5217391304347884;0.09245742092457454;0.4803921568627451;0.4699915469146215;0.0;0.10047846889952175;0.01973684210526319;0.05220228384991843;0.006177415369409462;0.0017094017094017116;0.031847133757961714;0.2539682539682532;0.019815994338287353;0.014116137311517521;0.0288220551378446;1;1;1;1;1;1;1
